Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.6484649181365967	0	9.50593824228	5.61116023043	36.0	3.0	9.50593824228	5.61116023043	4002	4002
4.451572895050049	1	15.1358490566	9.85845283012	56.0	3.0	15.1358490566	9.85845283012	4011	8013
6.2537689208984375	2	23.8511904762	9.96042160668	68.0	5.0	23.8511904762	9.96042160668	4007	12020
8.03728199005127	3	29.7333333333	11.71336685	75.0	5.0	29.7333333333	11.71336685	4014	16034
9.800297021865845	4	34.0423728814	10.0358628688	73.0	15.0	34.0423728814	10.0358628688	4017	20051
11.626307964324951	5	37.9811320755	10.0216568623	65.0	19.0	37.9811320755	10.0216568623	4026	24077
13.47666597366333	6	42.4315789474	12.1764679276	82.0	16.0	42.4315789474	12.1764679276	4031	28108
15.309520959854126	7	46.6162790698	13.2438389403	106.0	26.0	46.6162790698	13.2438389403	4009	32117
17.188060998916626	8	53.2894736842	13.6341442415	107.0	29.0	53.2894736842	13.6341442415	4050	36167
19.19444990158081	9	64.9677419355	18.1196451417	121.0	33.0	64.9677419355	18.1196451417	4028	40195
21.366482973098755	10	88.652173913	22.8170582558	160.0	42.0	88.652173913	22.8170582558	4078	44273
23.765837907791138	11	108.621621622	46.7548820121	265.0	50.0	108.621621622	46.7548820121	4019	48292
26.19230890274048	12	113.833333333	40.9481379308	204.0	50.0	113.833333333	40.9481379308	4098	52390
28.62362504005432	13	125.25	42.8157389286	270.0	67.0	125.25	42.8157389286	4008	56398
31.023221015930176	14	119.264705882	32.407614232	203.0	56.0	119.264705882	32.407614232	4055	60453
33.50387692451477	15	115.771428571	22.8249058384	177.0	80.0	115.771428571	22.8249058384	4052	64505
36.23729491233826	16	131.35483871	34.6936346184	214.0	75.0	131.35483871	34.6936346184	4072	68577
38.92217493057251	17	126.5625	38.9317812815	255.0	75.0	126.5625	38.9317812815	4050	72627
41.52820587158203	18	133.766666667	38.74849101	228.0	72.0	133.766666667	38.74849101	4013	76640
44.40570306777954	19	144.071428571	47.8979037503	328.0	69.0	144.071428571	47.8979037503	4034	80674
47.04125905036926	20	154.384615385	33.3398317137	213.0	86.0	154.384615385	33.3398317137	4014	84688
49.860682010650635	21	170.625	40.2707632781	257.0	108.0	170.625	40.2707632781	4095	88783
52.72081208229065	22	185.590909091	38.4502737795	272.0	108.0	185.590909091	38.4502737795	4083	92866
56.18384599685669	23	210.6	47.5777258809	316.0	146.0	210.6	47.5777258809	4212	97078
59.971055030822754	24	239.588235294	89.7500180721	561.0	143.0	239.588235294	89.7500180721	4073	101151
64.01437091827393	25	289.285714286	62.3508833383	376.0	180.0	289.285714286	62.3508833383	4050	105201
68.64795804023743	26	360.0	94.1302289384	534.0	226.0	360.0	94.1302289384	4320	109521
73.36732602119446	27	337.076923077	93.6182604956	510.0	194.0	337.076923077	93.6182604956	4382	113903
77.373948097229	28	335.666666667	53.2702752219	437.0	277.0	335.666666667	53.2702752219	4028	117931
82.65087890625	29	386.0	92.8610072456	636.0	274.0	386.0	92.8610072456	4632	122563
86.36328601837158	30	210.35	75.1573516032	428.0	143.0	210.35	75.1573516032	4207	126770
89.44706797599792	31	161.307692308	49.5664039685	279.0	100.0	161.307692308	49.5664039685	4194	130964
92.26126408576965	32	167.833333333	42.4888874361	280.0	103.0	167.833333333	42.4888874361	4028	134992
95.60768508911133	33	204.2	67.0474458872	359.0	118.0	204.2	67.0474458872	4084	139076
102.2554759979248	34	585.571428571	156.868331633	838.0	358.0	585.571428571	156.868331633	4099	143175
108.81824493408203	35	549.0	117.605271991	761.0	385.0	549.0	117.605271991	4392	147567
114.49848294258118	36	522.125	77.7953043249	625.0	387.0	522.125	77.7953043249	4177	151744
119.34681987762451	37	414.0	94.3684269234	602.0	264.0	414.0	94.3684269234	4140	155884
124.21093797683716	38	407.8	84.3300658129	541.0	261.0	407.8	84.3300658129	4078	159962
129.47990703582764	39	396.363636364	142.751069238	701.0	223.0	396.363636364	142.751069238	4360	164322
135.5214729309082	40	452.8	135.388182645	735.0	283.0	452.8	135.388182645	4528	168850
140.4482569694519	41	389.636363636	101.366367676	564.0	177.0	389.636363636	101.366367676	4286	173136
145.5072419643402	42	400.3	187.372383237	639.0	85.0	400.3	187.372383237	4003	177139
149.41285800933838	43	236.823529412	128.99258314	451.0	18.0	236.823529412	128.99258314	4026	181165
153.70821595191956	44	268.875	150.909275311	484.0	36.0	268.875	150.909275311	4302	185467
157.32658410072327	45	254.5	101.022893445	497.0	108.0	254.5	101.022893445	4072	189539
161.12388586997986	46	255.375	120.722758314	429.0	34.0	255.375	120.722758314	4086	193625
164.94846987724304	47	265.125	97.290720909	425.0	56.0	265.125	97.290720909	4242	197867
168.33995389938354	48	240.941176471	77.4182457505	419.0	117.0	240.941176471	77.4182457505	4096	201963
172.25303292274475	49	272.0	78.9754708755	426.0	126.0	272.0	78.9754708755	4352	206315
175.89201092720032	50	259.6875	92.9171127605	468.0	127.0	259.6875	92.9171127605	4155	210470
179.63383197784424	51	288.5	84.5126786769	425.0	90.0	288.5	84.5126786769	4039	214509
183.7685890197754	52	339.0	92.6966378391	524.0	235.0	339.0	92.6966378391	4068	218577
187.91261887550354	53	326.076923077	90.6306634631	466.0	174.0	326.076923077	90.6306634631	4239	222816
192.14099097251892	54	329.153846154	96.5073501815	488.0	166.0	329.153846154	96.5073501815	4279	227095
196.3908998966217	55	289.266666667	79.7157171175	485.0	197.0	289.266666667	79.7157171175	4339	231434
