Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0011029243469238	0	27.3243243243	11.4421082306	51.0	11.0	27.3243243243	11.4421082306	1011	1011
1.5503029823303223	1	28.8857142857	13.5768109628	60.0	11.0	28.8857142857	13.5768109628	1011	2022
2.082427978515625	2	28.25	10.4466235906	51.0	11.0	28.25	10.4466235906	1017	3039
2.622408866882324	3	24.487804878	10.8563164737	52.0	10.0	24.487804878	10.8563164737	1004	4043
3.1953799724578857	4	26.5	12.5525212397	64.0	10.0	26.5	12.5525212397	1007	5050
3.76265287399292	5	23.8333333333	10.3714733918	61.0	9.0	23.8333333333	10.3714733918	1001	6051
4.353776931762695	6	22.1304347826	11.0701492383	53.0	9.0	22.1304347826	11.0701492383	1018	7069
4.9001500606536865	7	19.7692307692	9.62891355924	63.0	10.0	19.7692307692	9.62891355924	1028	8097
5.4205029010772705	8	20.4897959184	9.49139771428	59.0	10.0	20.4897959184	9.49139771428	1004	9101
5.922908067703247	9	18.2142857143	11.3715093321	73.0	8.0	18.2142857143	11.3715093321	1020	10121
6.418268918991089	10	18.6296296296	8.76503215919	41.0	9.0	18.6296296296	8.76503215919	1006	11127
6.936966896057129	11	17.6315789474	6.96767367593	40.0	9.0	17.6315789474	6.96767367593	1005	12132
7.459575891494751	12	15.8888888889	7.36596874761	47.0	8.0	15.8888888889	7.36596874761	1001	13133
7.98236608505249	13	16.5409836066	6.85822175129	41.0	8.0	16.5409836066	6.85822175129	1009	14142
8.50620698928833	14	15.5230769231	8.56847117197	63.0	8.0	15.5230769231	8.56847117197	1009	15151
9.054696083068848	15	15.1818181818	6.90609983102	41.0	8.0	15.1818181818	6.90609983102	1002	16153
9.586868047714233	16	13.5945945946	4.10312642472	28.0	8.0	13.5945945946	4.10312642472	1006	17159
10.106268882751465	17	14.3	5.79987684598	36.0	8.0	14.3	5.79987684598	1001	18160
10.625938892364502	18	13.1688311688	3.93585779163	29.0	8.0	13.1688311688	3.93585779163	1014	19174
11.16975998878479	19	13.1038961039	4.43007553389	39.0	8.0	13.1038961039	4.43007553389	1009	20183
11.675977945327759	20	13.5540540541	4.52363729486	30.0	8.0	13.5540540541	4.52363729486	1003	21186
12.156326055526733	21	12.7341772152	4.55822767234	41.0	8.0	12.7341772152	4.55822767234	1006	22192
12.660959005355835	22	12.835443038	3.9727883896	32.0	8.0	12.835443038	3.9727883896	1014	23206
13.161853075027466	23	12.0	3.38061701891	23.0	8.0	12.0	3.38061701891	1008	24214
13.66459608078003	24	13.25	4.39235280435	32.0	8.0	13.25	4.39235280435	1007	25221
14.17235803604126	25	12.1686746988	3.58651852233	28.0	8.0	12.1686746988	3.58651852233	1010	26231
14.68855905532837	26	12.3580246914	3.8307032587	28.0	8.0	12.3580246914	3.8307032587	1001	27232
15.20192289352417	27	12.0470588235	4.03486535194	33.0	8.0	12.0470588235	4.03486535194	1024	28256
15.70463490486145	28	12.3048780488	3.73738210317	23.0	8.0	12.3048780488	3.73738210317	1009	29265
16.184948921203613	29	11.5747126437	2.91895188207	22.0	8.0	11.5747126437	2.91895188207	1007	30272
16.710641860961914	30	11.6091954023	2.95310598943	25.0	8.0	11.6091954023	2.95310598943	1010	31282
17.20933985710144	31	12.3414634146	4.03708271934	32.0	8.0	12.3414634146	4.03708271934	1012	32294
17.73103404045105	32	12.3580246914	4.16721075551	35.0	8.0	12.3580246914	4.16721075551	1001	33295
18.269289016723633	33	11.6091954023	3.04886005394	22.0	8.0	11.6091954023	3.04886005394	1010	34305
18.84040093421936	34	12.4512195122	4.57232512507	39.0	8.0	12.4512195122	4.57232512507	1021	35326
19.342237949371338	35	11.8588235294	3.62394955547	25.0	8.0	11.8588235294	3.62394955547	1008	36334
19.889169931411743	36	11.6395348837	3.17297010994	23.0	8.0	11.6395348837	3.17297010994	1001	37335
20.411913871765137	37	12.0952380952	3.660012515	27.0	8.0	12.0952380952	3.660012515	1016	38351
20.95855188369751	38	11.7093023256	3.72878893947	28.0	8.0	11.7093023256	3.72878893947	1007	39358
21.540279865264893	39	11.7882352941	2.97081536697	23.0	8.0	11.7882352941	2.97081536697	1002	40360
22.040260076522827	40	10.6808510638	2.14482437885	18.0	8.0	10.6808510638	2.14482437885	1004	41364
22.547333002090454	41	11.021978022	3.45131929538	30.0	8.0	11.021978022	3.45131929538	1003	42367
23.04748797416687	42	11.4545454545	2.64965302578	20.0	8.0	11.4545454545	2.64965302578	1008	43375
23.54990005493164	43	11.0879120879	2.70793847889	22.0	8.0	11.0879120879	2.70793847889	1009	44384
24.057405948638916	44	11.4204545455	2.85928150109	26.0	8.0	11.4204545455	2.85928150109	1005	45389
24.530407905578613	45	11.2471910112	3.03641161247	26.0	8.0	11.2471910112	3.03641161247	1001	46390
25.031336069107056	46	10.8924731183	2.33929667581	23.0	8.0	10.8924731183	2.33929667581	1013	47403
25.565948009490967	47	11.1888888889	3.04008203268	26.0	8.0	11.1888888889	3.04008203268	1007	48410
26.104224920272827	48	11.5057471264	2.77871037324	21.0	8.0	11.5057471264	2.77871037324	1001	49411
26.623584985733032	49	10.9130434783	2.62782838892	22.0	8.0	10.9130434783	2.62782838892	1004	50415
27.190271854400635	50	10.7765957447	2.39304957813	19.0	8.0	10.7765957447	2.39304957813	1013	51428
27.681246995925903	51	10.4375	1.9192690666	18.0	8.0	10.4375	1.9192690666	1002	52430
28.197037935256958	52	11.0659340659	3.60951793622	35.0	8.0	11.0659340659	3.60951793622	1007	53437
