Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.53938102722168	0	9.15525114155	5.77497413906	44.0	3.0	9.15525114155	5.77497413906	4010	4010
7.776746988296509	1	14.6094890511	9.46819788934	47.0	4.0	14.6094890511	9.46819788934	4003	8013
10.977699995040894	2	23.0287356322	9.60269847187	49.0	3.0	23.0287356322	9.60269847187	4007	12020
14.171864986419678	3	28.4113475177	10.6311938455	66.0	8.0	28.4113475177	10.6311938455	4006	16026
17.410925149917603	4	36.0810810811	14.0719740223	98.0	5.0	36.0810810811	14.0719740223	4005	20031
20.760836124420166	5	38.6057692308	9.85414620783	72.0	22.0	38.6057692308	9.85414620783	4015	24046
24.189114093780518	6	43.247311828	13.3309050859	105.0	24.0	43.247311828	13.3309050859	4022	28068
27.475991010665894	7	47.1764705882	12.8155938749	95.0	28.0	47.1764705882	12.8155938749	4010	32078
30.990071058273315	8	55.9305555556	13.8276357633	97.0	33.0	55.9305555556	13.8276357633	4027	36105
34.62647104263306	9	70.7192982456	16.50811006	120.0	43.0	70.7192982456	16.50811006	4031	40136
38.536219120025635	10	97.1904761905	46.8484070447	315.0	54.0	97.1904761905	46.8484070447	4082	44218
42.803544998168945	11	119.8	48.1876095515	223.0	46.0	119.8	48.1876095515	4193	48411
47.05505704879761	12	120.342857143	43.4010815251	239.0	51.0	120.342857143	43.4010815251	4212	52623
50.80038118362427	13	109.243243243	26.4671192292	174.0	40.0	109.243243243	26.4671192292	4042	56665
54.77093815803528	14	135.533333333	38.7777714104	234.0	82.0	135.533333333	38.7777714104	4066	60731
58.79003596305847	15	131.580645161	39.7384791124	264.0	82.0	131.580645161	39.7384791124	4079	64810
63.10478401184082	16	144.142857143	38.6972814528	225.0	82.0	144.142857143	38.6972814528	4036	68846
67.67594909667969	17	152.074074074	29.3698332584	213.0	92.0	152.074074074	29.3698332584	4106	72952
72.3416199684143	18	182.5	50.440559077	325.0	115.0	182.5	50.440559077	4015	76967
77.38714098930359	19	205.7	70.2574551204	460.0	105.0	205.7	70.2574551204	4114	81081
82.78936815261841	20	243.823529412	55.0243104499	339.0	135.0	243.823529412	55.0243104499	4145	85226
