Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
17.428755044937134	0	-136.298756567	48.0796491129	-47.6971987452	-342.952364007	151.0	0.0	20083	20083
34.00442814826965	1	-89.7595405496	34.1623130076	36.1588859126	-149.607028588	151.0	0.0	20083	40166
50.75634503364563	2	-80.5682925293	35.4753967523	16.8317750578	-173.942853431	151.0	0.0	20083	60249
67.28768396377563	3	-87.326354559	31.9452651816	-10.2537799613	-156.278368683	151.0	0.0	20083	80332
83.66247797012329	4	-97.3424254873	26.2527337806	-19.4049959923	-164.386896673	151.0	0.0	20083	100415
99.92629098892212	5	-87.07742466	28.2784368813	15.7929381728	-175.695918919	151.0	0.0	20083	120498
116.52951312065125	6	-88.62204828	25.9616652632	-19.1396217568	-156.143603804	151.0	0.0	20083	140581
132.64745807647705	7	-88.1402241513	24.6629265936	-16.2654160638	-181.546373339	151.0	0.0	20083	160664
148.8418791294098	8	-77.2663698613	23.1475417091	-17.3488149263	-147.078339528	151.0	0.0	20083	180747
165.02988409996033	9	-68.856485387	22.6430239164	6.03592700055	-124.842001518	151.0	0.0	20083	200830
181.35842299461365	10	-65.7407869563	22.4331183282	9.37301175665	-147.247219013	151.0	0.0	20083	220913
197.58363103866577	11	-66.9198636961	20.7973448879	-17.1902639448	-174.36100374	151.0	0.0	20083	240996
213.77506399154663	12	-60.5796811851	16.9529038883	-13.0117092754	-110.028795884	151.0	0.0	20083	261079
230.43531608581543	13	-55.8873888366	18.1176813889	6.61311164851	-145.829958625	151.0	0.0	20083	281162
246.549054145813	14	-53.0818579471	15.301005274	-21.3839661282	-93.4306089141	151.0	0.0	20083	301245
262.76469707489014	15	-49.5966246763	15.2902674969	-9.13015545307	-96.60007654	151.0	0.0	20083	321328
278.9899101257324	16	-50.4849452826	17.3286021162	-4.67214425473	-98.4881242081	151.0	0.0	20083	341411
295.2898759841919	17	-45.6025010655	15.3538397979	6.44736966453	-79.7582325498	151.0	0.0	20083	361494
311.82390213012695	18	-41.8341266826	13.880571697	-12.3400969596	-80.5830202919	151.0	0.0	20083	381577
328.2264461517334	19	-39.8981074364	16.9124034211	6.79417225549	-104.36032504	151.0	0.0	20083	401660
344.40243315696716	20	-41.7796114275	15.8017282094	-3.02300450144	-107.727771502	151.0	0.0	20083	421743
361.3222761154175	21	-40.5825557861	14.2601726865	0.73014034233	-76.4014675044	151.0	0.0	20083	441826
377.72131395339966	22	-38.1017716933	12.3552801987	2.15101827264	-75.4104446757	151.0	0.0	20083	461909
393.54500699043274	23	-36.3498355236	13.6628656575	12.4447065774	-66.476138553	151.0	0.0	20083	481992
409.44984698295593	24	-31.6375181002	13.2827621115	3.57895918264	-66.1330638276	151.0	0.0	20083	502075
425.3218159675598	25	-31.5391794043	14.4854975626	1.29924005251	-64.3584547243	151.0	0.0	20083	522158
441.19864296913147	26	-31.6356167673	15.01003823	11.3917940635	-75.5883258096	151.0	0.0	20083	542241
457.74338698387146	27	-23.1818118668	15.7923811556	20.5701457168	-62.3646940658	151.0	0.0	20083	562324
473.99673104286194	28	-24.00302742	13.9055264549	15.1573535013	-56.4145512388	151.0	0.0	20083	582407
490.6425621509552	29	-27.3220662529	12.8598615751	-1.49963670588	-65.9505940997	151.0	0.0	20083	602490
506.60029697418213	30	-22.1612906425	14.8332903485	20.2953671656	-54.5742237544	151.0	0.0	20083	622573
522.8580911159515	31	-13.5359917353	15.9551538198	37.0547220984	-57.769951731	151.0	0.0	20083	642656
538.9959900379181	32	-10.9389205224	13.9702793824	21.5253385878	-70.6222035038	151.0	0.0	20083	662739
554.999274969101	33	-10.5120560527	13.9710330551	25.7106467589	-48.1402778241	151.0	0.0	20083	682822
570.9797191619873	34	-11.3882947115	13.8530080755	18.1723186732	-78.332653105	151.0	0.0	20083	702905
586.9206931591034	35	-3.60654008461	16.0408721049	29.4883372823	-67.1698686469	151.0	0.0	20083	722988
603.1346681118011	36	0.820183643367	14.2102305022	34.5866934329	-67.0017394994	151.0	0.0	20083	743071
618.9935610294342	37	2.91110442829	16.2801493088	49.5106011115	-45.7373895116	151.0	0.0	20083	763154
634.9422481060028	38	15.1079499774	13.3845411951	49.4237850062	-27.1125280075	151.0	0.0	20083	783237
650.8904271125793	39	13.8748652663	14.0987632568	50.1116497583	-18.0121829598	151.0	0.0	20083	803320
666.8197810649872	40	13.6495547275	13.743308783	44.8026913802	-20.2023197532	151.0	0.0	20083	823403
682.9635570049286	41	14.7888537489	13.7785591506	50.8489803795	-24.0101082046	151.0	0.0	20083	843486
699.1044230461121	42	17.532204658	15.4205331121	57.8033776747	-31.6331928373	151.0	0.0	20083	863569
715.085410118103	43	21.6607372509	16.8230958188	70.3139785916	-24.9879673821	151.0	0.0	20083	883652
731.2190320491791	44	27.648363052	15.4286613283	78.2708048812	-6.89783063963	151.0	0.0	20083	903735
747.4538850784302	45	31.1446478107	14.1763200603	67.7506866162	-15.9532647413	151.0	0.0	20083	923818
763.4509179592133	46	30.1177420539	14.3420618885	70.5442563586	-5.48462628383	151.0	0.0	20083	943901
779.7532169818878	47	33.1758661329	16.5547643775	72.4782233509	-35.8993724983	151.0	0.0	20083	963984
796.2244851589203	48	37.4608725839	15.7766820364	71.1572486051	-26.5118381348	151.0	0.0	20083	984067
812.3205211162567	49	36.5287700795	12.5799556712	66.3543621977	3.68058788616	151.0	0.0	20083	1004150
828.389261007309	50	42.4386671724	13.4494145251	80.3981622528	8.49488829964	151.0	0.0	20083	1024233
