Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.9842422008514404	0	13.112565445	4.17050214997	38.0	8.0	13.112565445	4.17050214997	5009	5009
3.5077641010284424	1	13.3983957219	4.49469058063	35.0	8.0	13.3983957219	4.49469058063	5011	10020
5.159212112426758	2	14.5406976744	5.37149838147	43.0	8.0	14.5406976744	5.37149838147	5002	15022
6.832418203353882	3	15.640625	6.05022517014	43.0	8.0	15.640625	6.05022517014	5005	20027
8.361200094223022	4	16.8120805369	7.78388382167	57.0	8.0	16.8120805369	7.78388382167	5010	25037
9.918546199798584	5	18.8905660377	8.73376151756	53.0	9.0	18.8905660377	8.73376151756	5006	30043
11.617369174957275	6	20.5040983607	9.09309680103	50.0	9.0	20.5040983607	9.09309680103	5003	35046
13.459887027740479	7	26.3578947368	15.1743660507	76.0	9.0	26.3578947368	15.1743660507	5008	40054
15.365827083587646	8	29.6941176471	17.1478165507	101.0	8.0	29.6941176471	17.1478165507	5048	45102
17.184080123901367	9	36.8905109489	21.6099054174	111.0	12.0	36.8905109489	21.6099054174	5054	50156
19.178287982940674	10	45.0803571429	24.5215424215	151.0	9.0	45.0803571429	24.5215424215	5049	55205
21.091731071472168	11	51.5670103093	22.9557652694	128.0	12.0	51.5670103093	22.9557652694	5002	60207
23.04442000389099	12	53.2446808511	25.4766000981	124.0	10.0	53.2446808511	25.4766000981	5005	65212
25.11710810661316	13	62.037037037	28.2525840376	153.0	14.0	62.037037037	28.2525840376	5025	70237
27.14942717552185	14	65.8815789474	24.5522895841	134.0	12.0	65.8815789474	24.5522895841	5007	75244
29.342265129089355	15	69.8888888889	18.8167741033	120.0	17.0	69.8888888889	18.8167741033	5032	80276
31.588138103485107	16	80.3968253968	33.8570944865	200.0	15.0	80.3968253968	33.8570944865	5065	85341
33.884437084198	17	84.0333333333	30.431325235	160.0	25.0	84.0333333333	30.431325235	5042	90383
36.26879906654358	18	92.2	38.0374934649	200.0	20.0	92.2	38.0374934649	5071	95454
38.80829906463623	19	105.5	41.1885906532	200.0	15.0	105.5	41.1885906532	5064	100518
41.48004102706909	20	114.886363636	42.8857975585	200.0	45.0	114.886363636	42.8857975585	5055	105573
44.45202898979187	21	127.45	52.032658014	200.0	13.0	127.45	52.032658014	5098	110671
47.2337110042572	22	136.054054054	47.3029031427	200.0	74.0	136.054054054	47.3029031427	5034	115705
50.142526149749756	23	140.722222222	45.3330950429	200.0	45.0	140.722222222	45.3330950429	5066	120771
53.29649305343628	24	165.612903226	45.4849691014	200.0	65.0	165.612903226	45.4849691014	5134	125905
56.41564106941223	25	152.764705882	46.7182158853	200.0	55.0	152.764705882	46.7182158853	5194	131099
59.41388297080994	26	152.393939394	47.2260453268	200.0	69.0	152.393939394	47.2260453268	5029	136128
62.306244134902954	27	143.142857143	45.6252704773	200.0	44.0	143.142857143	45.6252704773	5010	141138
65.47356414794922	28	174.896551724	34.7060014959	200.0	85.0	174.896551724	34.7060014959	5072	146210
68.50969219207764	29	167.766666667	38.1843627098	200.0	75.0	167.766666667	38.1843627098	5033	151243
71.6050980091095	30	171.733333333	41.6108426041	200.0	59.0	171.733333333	41.6108426041	5152	156395
74.61354517936707	31	186.185185185	25.8041584892	200.0	113.0	186.185185185	25.8041584892	5027	161422
77.65231919288635	32	179.642857143	37.7626178399	200.0	76.0	179.642857143	37.7626178399	5030	166452
80.7067539691925	33	192.769230769	24.2999013805	200.0	82.0	192.769230769	24.2999013805	5012	171464
83.97510409355164	34	191.222222222	23.8068358271	200.0	88.0	191.222222222	23.8068358271	5163	176627
87.21136617660522	35	187.851851852	24.4626755808	200.0	118.0	187.851851852	24.4626755808	5072	181699
90.43647003173828	36	193.5	18.6057269926	200.0	113.0	193.5	18.6057269926	5031	186730
93.64946413040161	37	195.576923077	10.7887871883	200.0	159.0	195.576923077	10.7887871883	5085	191815
96.97639012336731	38	198.038461538	6.30311747795	200.0	170.0	198.038461538	6.30311747795	5149	196964
100.2576642036438	39	182.964285714	28.9167303808	200.0	108.0	182.964285714	28.9167303808	5123	202087
103.38370513916016	40	192.5	17.1738844672	200.0	136.0	192.5	17.1738844672	5005	207092
106.56729316711426	41	192.444444444	13.8332217755	200.0	161.0	192.444444444	13.8332217755	5196	212288
109.75482606887817	42	192.923076923	13.0705867002	200.0	156.0	192.923076923	13.0705867002	5016	217304
112.8738911151886	43	190.407407407	17.5736740383	200.0	135.0	190.407407407	17.5736740383	5141	222445
115.84149217605591	44	193.461538462	14.3667103703	200.0	140.0	193.461538462	14.3667103703	5030	227475
118.73300099372864	45	195.269230769	14.1191569053	200.0	138.0	195.269230769	14.1191569053	5077	232552
121.71784710884094	46	195.153846154	12.4056200282	200.0	153.0	195.153846154	12.4056200282	5074	237626
124.74975514411926	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	242826
127.83196806907654	48	199.153846154	4.23076923077	200.0	178.0	199.153846154	4.23076923077	5178	248004
130.8401529788971	49	199.269230769	3.65384615385	200.0	181.0	199.269230769	3.65384615385	5181	253185
133.89276909828186	50	199.0	5.0	200.0	174.0	199.0	5.0	5174	258359
136.9371531009674	51	199.115384615	4.42307692308	200.0	177.0	199.115384615	4.42307692308	5177	263536
140.07439708709717	52	200.0	0.0	200.0	200.0	200.0	0.0	5200	268736
143.09991312026978	53	199.461538462	2.69230769231	200.0	186.0	199.461538462	2.69230769231	5186	273922
146.13219904899597	54	196.5	10.8742815855	200.0	157.0	196.5	10.8742815855	5109	279031
